title,author,year,publisher,image_url_m,isbn
Murder at the Margin,Marshall Jevons,1993,Princeton University Press,http://images.amazon.com/images/P/0691000980.01.MZZZZZZZ.jpg,691000980a
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2000,Bloomsbury Pub Ltd,http://images.amazon.com/images/P/0747545111.01.MZZZZZZZ.jpg,747545111a
Big Girls Don't Cry,Francesca Clementis,1999,Judy Piatkus Publishers Ltd,http://images.amazon.com/images/P/0749931434.01.MZZZZZZZ.jpg,749931434a
The Keys to the Street,Ruth Rendell,1997,Chivers Audio Books,http://images.amazon.com/images/P/0754000117.01.MZZZZZZZ.jpg,754000117a
King Solomon's Mines (Tor Classics),H. Rider Haggard,1985,Tor Books,http://images.amazon.com/images/P/0812583566.01.MZZZZZZZ.jpg,812583566a
Comp Murphy's Law,Arthur Bloch,1990,Pss Adult,http://images.amazon.com/images/P/0843128240.01.MZZZZZZZ.jpg,843128240a
Wilt: Tom Sharpe,Tom Sharpe,2000,Overlook Press,http://images.amazon.com/images/P/0879517344.01.MZZZZZZZ.jpg,879517344a
Sultana (Spanish Edition),JEAN SASSON,2002,Plaza y Janes,http://images.amazon.com/images/P/1400001625.01.MZZZZZZZ.jpg,1400001625a
Ana Frank: Diario de una adolescente,ANNE FRANK,2002,Plaza y Janes,http://images.amazon.com/images/P/1400002672.01.MZZZZZZZ.jpg,1400002672a
Heart of Darkness (Wordsworth Collection),Joseph Conrad,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853262404.01.MZZZZZZZ.jpg,1853262404a
LA Guia Verde Cataluna,Michelin Travel Publications,2003,Michelin Travel Publications,http://images.amazon.com/images/P/2061007074.01.MZZZZZZZ.jpg,2061007074a
Le Corps et le sang d'Eymerich,Evangelisti,2000,Pocket,http://images.amazon.com/images/P/2266095536.01.MZZZZZZZ.jpg,2266095536a
Virgin suicides,Eugenides Jeffrey,2000,J'ai lu,http://images.amazon.com/images/P/2290309494.01.MZZZZZZZ.jpg,2290309494a
Les Soldats de Salamine,Javier Cercas,2002,Actes Sud,http://images.amazon.com/images/P/2742739351.01.MZZZZZZZ.jpg,2742739351a
Jim Knopf und die Wilde 13. ( Ab 8 J.).,Michael Ende,1990,Thienemann Verlag,http://images.amazon.com/images/P/3522149904.01.MZZZZZZZ.jpg,3522149904a
Ernst Luwig Kirchner: Mountain Life: The Early Years in Davos 1917-1926,Ernst Ludwig Kirchner,2003,Hatje Cantz Publishers,http://images.amazon.com/images/P/3775713328.01.MZZZZZZZ.jpg,3775713328a
El Hombre Que Susurrava Al Oid,Nicholas Evans,1996,Lectorum Pubns (Adult),http://images.amazon.com/images/P/8401009421.01.MZZZZZZZ.jpg,8401009421a
El Pecado De Los Dioses,Jaime Campmany,1998,Plaza &amp; Janes Editor,http://images.amazon.com/images/P/8401327199.01.MZZZZZZZ.jpg,8401327199a
Contacto,Carl Sagan,1989,Lectorum Pubns Inc,http://images.amazon.com/images/P/8401462231.01.MZZZZZZZ.jpg,8401462231a
Parque JurÃ¡sico,Michael Crichton,1994,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/840149236X.01.MZZZZZZZ.jpg,840149236Xa
El Hermano Pequeno (Serie Carvalho),Manuel Vazquez Montalban,1995,Planeta Pub Corp,http://images.amazon.com/images/P/8408011200.01.MZZZZZZZ.jpg,8408011200a
Memorias de Africa - B -,Isak Dinesen,1994,"Ediciones Alfaguara, S.A.",http://images.amazon.com/images/P/8420427462.01.MZZZZZZZ.jpg,8420427462a
Momo (Spanish Language Edition),Michael Ende,1984,Aguilar,http://images.amazon.com/images/P/8420432113.01.MZZZZZZZ.jpg,8420432113a
Agu Trot [spanish edition],Roald Dahl,1998,"Alfaguara Ediciones, S.A. (Spain)",http://images.amazon.com/images/P/8420444367.01.MZZZZZZZ.jpg,8420444367a
El cazador del desierto (Espacio abierto),Lorenzo Silva,1998,Anaya,http://images.amazon.com/images/P/8420789895.01.MZZZZZZZ.jpg,8420789895a
#N/A,#N/A,#N/A,#N/A,#N/A,8422655500a
,,,,,8422657104a
,,,,,842265783Xa
,,,,,8422693445a
NADA,Carmen Laforet,1999,Destino Ediciones,http://images.amazon.com/images/P/8423325105.01.MZZZZZZZ.jpg,8423325105a
,,,,,8423662152a
El Corazon Del Tartaro (Narrativa),Rosa Montero,2002,"Espasa Calpe Mexicana, S.A.",http://images.amazon.com/images/P/8423951537.01.MZZZZZZZ.jpg,8423951537a
No Pasaran! El Videojuego,Chrstine Lehmann,2002,Distribooks Inc,http://images.amazon.com/images/P/8423970647.01.MZZZZZZZ.jpg,8423970647a
Olvidado Rey Gudu,Ana Maria Matute,1996,Espasa,http://images.amazon.com/images/P/8423976645.01.MZZZZZZZ.jpg,8423976645a
Los Cinco Van De Camping/the Five on the Track of a Spook Train,Enid Blyton,1985,Juventud,http://images.amazon.com/images/P/8426109799.01.MZZZZZZZ.jpg,8426109799a
Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,1982,Lectorum Pubns (J),http://images.amazon.com/images/P/8427007450.01.MZZZZZZZ.jpg,8427007450a
,,,,,8429712372a
Laura a la ciutat dels sants (Les Millors obres de la literatura catalana ; 15),Miquel Llor,1979,Edicions 62,http://images.amazon.com/images/P/8429714936.01.MZZZZZZZ.jpg,8429714936a
,,,,,842975295a
,,,,,8429753419a
Fuera,Susana Tamaro,2004,Planeta Pub Corp,http://images.amazon.com/images/P/8432227706.01.MZZZZZZZ.jpg,8432227706a
,,,,,8434830809a
,,,,,8434840391a
El mÃ©dico,Noah Gordon,1992,Ediciones B,http://images.amazon.com/images/P/8440627203.01.MZZZZZZZ.jpg,8440627203a
La Playa (Spanish Language Version),Alex Garland,2000,Grupo Zeta,http://images.amazon.com/images/P/8440696833.01.MZZZZZZZ.jpg,8440696833a
"Tolkien, J. R. R. - Una Biografia - Tapa Dur",Humphrey Carpenter,1995,Minotauro,http://images.amazon.com/images/P/8445071572.01.MZZZZZZZ.jpg,8445071572a
,,,,,8447306194a
,,,,,8447312054a
El caballero de olmedo,Lope De Vega,2000,"Oceano Grupo Editorial, S.A.",http://images.amazon.com/images/P/8449416078.01.MZZZZZZZ.jpg,8449416078a
Fluir (Flow) Una Psicologia de La Felicidad,Mihaly Csikszentmihalyi,1998,Editorial Kairos,http://images.amazon.com/images/P/8472453723.01.MZZZZZZZ.jpg,8472453723a
,,,,,8473068971a
,,,,,8474104823a
,,,,,8474263123a
Crime en Compostela,Carlos G Reigosa,1984,EdiciÃ³ns Xerais de Galicia,http://images.amazon.com/images/P/8475071163.01.MZZZZZZZ.jpg,8475071163a
,,,,,8475961290a
,,,,,8476722338a
Mi Nino No Me Come: Consejos Para Prevenir Y Resolver El Problema,Carlos Gonzalez,1999,Libros Sin Fronteras,http://images.amazon.com/images/P/8478809783.01.MZZZZZZZ.jpg,8478809783a
Razones para ser feliz (Los Libros de la medianoche),Carlos PÃ©rez Merinero,1995,VOSA,http://images.amazon.com/images/P/8482180088.01.MZZZZZZZ.jpg,8482180088a
Murphy Vive En Mi Computadora,Joachim Graf,1999,Prentice Hall,http://images.amazon.com/images/P/8483221306.01.MZZZZZZZ.jpg,8483221306a
CanciÃ³n de Navidad,Charles Dickens,2000,Mestas,http://images.amazon.com/images/P/8489163499.01.MZZZZZZZ.jpg,8489163499a
El ocho,Katherine Neville,2001,Punto de Lectura,http://images.amazon.com/images/P/8495501090.01.MZZZZZZZ.jpg,8495501090a
Memorias de una geisha,Arthur Golden,2001,Suma de Letras,http://images.amazon.com/images/P/8495501198.01.MZZZZZZZ.jpg,8495501198a
,,,,,8496077152a
,,,,,8496077209a
,,,,,8496246140a
,,,,,8497931467a
La Sombra del Viento,Carlos Ruiz Zafon,2003,Planeta,http://images.amazon.com/images/P/950491036X.01.MZZZZZZZ.jpg,950491036Xa
DOS Mujeres En Praga,Juan Jose Millas,2002,"Espasa Calpe Mexicana, S.A.",http://images.amazon.com/images/P/9508521481.01.MZZZZZZZ.jpg,9508521481a
Cronica De Una Muerte Anunciada,Gabriel Marques Garcia,2002,Debols!llo,http://images.amazon.com/images/P/9871138016.01.MZZZZZZZ.jpg,9871138016a
Deathbird Stories (A Collier Nucleus Fantasy Classic),Harlan Ellison,1993,Simon &amp; Schuster,http://images.amazon.com/images/P/0020847459.01.MZZZZZZZ.jpg,20847459a
Blonde: A Novel,Joyce Carol Oates,2000,Ecco (HarperCollins),http://images.amazon.com/images/P/0060196076.01.MZZZZZZZ.jpg,60196076a
I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg,60391626a
The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,60502258a
Inanna,Diane Wolkstein,1983,Perennial,http://images.amazon.com/images/P/0060908548.01.MZZZZZZZ.jpg,60908548a
Frida: A Biography of Frida Kahlo,Hayden Herrera,1991,Perennial,http://images.amazon.com/images/P/0060911271.01.MZZZZZZZ.jpg,60911271a
Somebody Else's Life,Morris Philipson,1988,HarperCollins Publishers,http://images.amazon.com/images/P/0060914548.01.MZZZZZZZ.jpg,60914548a
Panati's Extraordinary Origins of Everyday Things,Charles Panati,1989,Harpercollins,http://images.amazon.com/images/P/0060960930.01.MZZZZZZZ.jpg,60960930a
I Know This Much Is True,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,60987561a
Flight of the seventh moon: The teaching of the shields,Lynn V Andrews,1984,Harper &amp; Row,http://images.amazon.com/images/P/0062500279.01.MZZZZZZZ.jpg,62500279a
Jaguar Woman and the Wisdom of the Butterfly Tree,Lynn V. Andrews,1985,Harpercollins,http://images.amazon.com/images/P/0062500295.01.MZZZZZZZ.jpg,62500295a
Breakfast at the Victory: The Mysticism of Ordinary Experience,James P. Carse,1994,Harpercollins,http://images.amazon.com/images/P/006251170X.01.MZZZZZZZ.jpg,006251170Xa
In Love &amp; Trouble: Stories of Black Women,Alice Walker,1974,Harvest Books,http://images.amazon.com/images/P/015644450X.01.MZZZZZZZ.jpg,015644450Xa
The Secret of the Golden Flower: A Chinese Book of Life,Tung-Pin Lu,1962,Harvest Books,http://images.amazon.com/images/P/0156799804.01.MZZZZZZZ.jpg,156799804a
Bronte,Glyn Hughes,1996,St Martins Pr,http://images.amazon.com/images/P/031214816X.01.MZZZZZZZ.jpg,031214816Xa
A More Perfect Union : Poems and Stories About the Modern Wedding,Virginia Hartman,1999,St. Martin's Press,http://images.amazon.com/images/P/0312204809.01.MZZZZZZZ.jpg,312204809a
Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier,2000,Tor Books,http://images.amazon.com/images/P/031284879X.01.MZZZZZZZ.jpg,031284879Xa
Fortune's Rocks : A Novel,Anita Shreve,2002,"Little, Brown",http://images.amazon.com/images/P/0316734837.01.MZZZZZZZ.jpg,316734837a
Bridget Jones's Diary,Helen Fielding,1997,Picador (UK),http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg,330332775a
Caught Dead in Philadelphia,Gillian Roberts,1990,Fawcett Books,http://images.amazon.com/images/P/0345353404.01.MZZZZZZZ.jpg,345353404a
"I, Tituba, Black Witch of Salem",Maryse Conde,1994,Ballantine Books,http://images.amazon.com/images/P/0345384202.01.MZZZZZZZ.jpg,345384202a
Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books,http://images.amazon.com/images/P/0345413881.01.MZZZZZZZ.jpg,345413881a
Perdido Street Station,China Mieville,2003,Del Rey Books,http://images.amazon.com/images/P/0345459407.01.MZZZZZZZ.jpg,345459407a
Lying Awake,Mark Salzman,2000,Alfred A. Knopf,http://images.amazon.com/images/P/0375406328.01.MZZZZZZZ.jpg,375406328a
True History of the Kelly Gang,Peter Carey,2001,Vintage Books USA,http://images.amazon.com/images/P/0375724672.01.MZZZZZZZ.jpg,375724672a
Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers,http://images.amazon.com/images/P/037582233X.01.MZZZZZZZ.jpg,037582233Xa
"We Didn't Have Much, but We Sure Had Plenty: Rural Women in Their Own Words",Sherry Thomas,1989,Random House Inc,http://images.amazon.com/images/P/0385149514.01.MZZZZZZZ.jpg,385149514a
Turning Japanese: Memoirs of a Sansei,David Mura,1992,Anchor,http://images.amazon.com/images/P/0385423446.01.MZZZZZZZ.jpg,385423446a
The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg,385475721a
Arranged Marriage: Stories,Chitra Banerjee Divakaruni,1996,Anchor,http://images.amazon.com/images/P/0385483503.01.MZZZZZZZ.jpg,385483503a
The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press,http://images.amazon.com/images/P/0385729332.01.MZZZZZZZ.jpg,385729332a
Object Lessons: A Novel,Anna Quindlen,1991,Random House Inc,http://images.amazon.com/images/P/0394569652.01.MZZZZZZZ.jpg,394569652a
"Bright Lights, Big City: A Novel (Vintage Contemporaries)",Jay McInerney,1987,Vintage Books USA,http://images.amazon.com/images/P/0394726413.01.MZZZZZZZ.jpg,394726413a
Ellen Foster (Vintage contemporaries),Kaye Gibbons,1988,Vintage Books,http://images.amazon.com/images/P/0394757572.01.MZZZZZZZ.jpg,394757572a
Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,1996,Putnam Publishing Group,http://images.amazon.com/images/P/0399142789.01.MZZZZZZZ.jpg,399142789a
Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg,042511774Xa
Rosie,Anne Lamott,1985,Bantam Books (Mm),http://images.amazon.com/images/P/0440174953.01.MZZZZZZZ.jpg,440174953a
Out of Sight,Elmore Leonard,1998,Dell,http://images.amazon.com/images/P/0440214424.01.MZZZZZZZ.jpg,440214424a
The Brethren,John Grisham,2000,Island,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg,440236673a
Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg,446605484a
Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,446606189a
The Midnight Club,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446606383.01.MZZZZZZZ.jpg,446606383a
Black Friday,James Patterson,1989,Warner Vision,http://images.amazon.com/images/P/0446609323.01.MZZZZZZZ.jpg,446609323a
A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books,http://images.amazon.com/images/P/0449223345.01.MZZZZZZZ.jpg,449223345a
Leonard Maltin's 1999 Movie &amp; Video Guide (Serial),Leonard Maltin,1998,Signet Book,http://images.amazon.com/images/P/0451195825.01.MZZZZZZZ.jpg,451195825a
"The Prophesies of Nostradamus: Including the \Preface to My Son\"" and the \""Epistle to Henry Ii\""""",Nostradamus,1980,Crown Publishers,http://images.amazon.com/images/P/051730984X.01.MZZZZZZZ.jpg,051730984Xa
Singin' and Swingin' and Gettin' Merry Like Christmas,Maya Angelou,1985,Bantam Books,http://images.amazon.com/images/P/0553251996.01.MZZZZZZZ.jpg,553251996a
EVEN COWGIRLS GET THE BLUES,TOM ROBBINS,1984,Bantam,http://images.amazon.com/images/P/055326611X.01.MZZZZZZZ.jpg,055326611Xa
Of Love and Shadows,Isabel Allende,1988,Bantam Books,http://images.amazon.com/images/P/0553273604.01.MZZZZZZZ.jpg,553273604a
Wild Mind: Living the Writer's Life,Natalie Goldberg,1990,Bantam,http://images.amazon.com/images/P/0553347756.01.MZZZZZZZ.jpg,553347756a
Into the Forest,JEAN HEGLAND,1998,Bantam,http://images.amazon.com/images/P/0553379615.01.MZZZZZZZ.jpg,553379615a
My Life on a Plate,India Knight,2000,Houghton Mifflin Company,http://images.amazon.com/images/P/0618093974.01.MZZZZZZZ.jpg,618093974a
How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books,http://images.amazon.com/images/P/0670869902.01.MZZZZZZZ.jpg,670869902a
"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1998,Pocket,http://images.amazon.com/images/P/0671010115.01.MZZZZZZZ.jpg,671010115a
She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,671021001a
Your Second Child,Joan Solomon Weiss,1981,Summit Books,http://images.amazon.com/images/P/0671256181.01.MZZZZZZZ.jpg,671256181a
SHIPPING NEWS,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,671510053a
Color Purple,Alice Walker,1987,Pocket,http://images.amazon.com/images/P/0671647458.01.MZZZZZZZ.jpg,671647458a
"Illuminata: Thoughts, Prayers, Rites of Passage",Marianne Williamson,1994,Random House,http://images.amazon.com/images/P/0679435506.01.MZZZZZZZ.jpg,679435506a
The Way Forward Is With a Broken Heart,Alice Walker,2000,Random House Trade,http://images.amazon.com/images/P/0679455876.01.MZZZZZZZ.jpg,679455876a
Dr. Death: A Novel,Jonathan Kellerman,2000,Random House Trade,http://images.amazon.com/images/P/0679459618.01.MZZZZZZZ.jpg,679459618a
China Men (Vintage International (Paperback)),MAXINE HONG KINGSTON,1989,Vintage,http://images.amazon.com/images/P/0679723285.01.MZZZZZZZ.jpg,679723285a
A Lesson Before Dying (Vintage Contemporaries),Ernest J. Gaines,1994,Random House Inc,http://images.amazon.com/images/P/0679741666.01.MZZZZZZZ.jpg,679741666a
The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,679745203a
"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,679746048a
DIVIDED LIVES,Elsa Walsh,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684804018.01.MZZZZZZZ.jpg,684804018a
COMANCHE MOON : A Novel (Lonesome Dove/Larry Mcmurtry),Larry McMurtry,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684807548.01.MZZZZZZZ.jpg,684807548a
ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant,1998,Fireside,http://images.amazon.com/images/P/0684841347.01.MZZZZZZZ.jpg,684841347a
Transformation Soup : Healing for the Splendidly Imperfect,Sark,2000,Fireside,http://images.amazon.com/images/P/0684859769.01.MZZZZZZZ.jpg,684859769a
Observer's Book of Wild Flowers (New Observer's Pocket S.),ILLUS. R.B. DAVIS FRANCIS ROSE,1983,Frederick Warne / Observer,http://images.amazon.com/images/P/0723216428.01.MZZZZZZZ.jpg,723216428a
The Royal Physician's Visit: A Novel,Per Olov Enquist,2002,Washington Square Press,http://images.amazon.com/images/P/0743458036.01.MZZZZZZZ.jpg,743458036a
I Left My Back Door Open,April Sinclair,1999,Hyperion,http://images.amazon.com/images/P/0786862297.01.MZZZZZZZ.jpg,786862297a
Kitchen,Banana Yoshimoto,1993,Pub Group West,http://images.amazon.com/images/P/0802115160.01.MZZZZZZZ.jpg,802115160a
Ordinary Love and Good Will,Jane Smiley,1991,Ivy Books,http://images.amazon.com/images/P/0804107149.01.MZZZZZZZ.jpg,804107149a
Up to No Good: The Rascally Things Boys Do,Kitty Harmon,2000,Chronicle Books,http://images.amazon.com/images/P/0811826880.01.MZZZZZZZ.jpg,811826880a
Cacti and Succulents (Practical Gardener Series),Clive Innes,1990,Smithmark Pub,http://images.amazon.com/images/P/0831771690.01.MZZZZZZZ.jpg,831771690a
"And Now, and Here: On Death, Dying and Past Lives",Osho,1995,"C. W. Daniel Company, Ltd.",http://images.amazon.com/images/P/0852072864.01.MZZZZZZZ.jpg,852072864a
The Natural Superiority of the Left-Hander,James T. De Kay,1979,M. Evans and Company,http://images.amazon.com/images/P/0871313073.01.MZZZZZZZ.jpg,871313073a
Your Personal Trainer,Douglas Brooks,1999,Human Kinetics Publishers,http://images.amazon.com/images/P/088011861X.01.MZZZZZZZ.jpg,088011861Xa
,,,,,916318405a
Me and You,Margaret Diehl,1990,Soho Press,http://images.amazon.com/images/P/0939149311.01.MZZZZZZZ.jpg,939149311a
Hot Plastic,Peter Craig,2004,Hyperion,http://images.amazon.com/images/P/1401300448.01.MZZZZZZZ.jpg,1401300448a
"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,1558743669a
Conversations With God : An Uncommon Dialogue (Book 2),Neale Donald Walsch,1997,Hampton Roads Publishing Company,http://images.amazon.com/images/P/1571740562.01.MZZZZZZZ.jpg,1571740562a
The Last Time I Wore a Dress,Daphne Scholinski,1997,Riverhead Books,http://images.amazon.com/images/P/1573220779.01.MZZZZZZZ.jpg,1573220779a
High Maintenance,Jennifer Belle,2001,Riverhead Hardcover,http://images.amazon.com/images/P/1573221856.01.MZZZZZZZ.jpg,1573221856a
Signals:  An Inspiring Story of Life After Life,Joel Rothschild,2000,New World Library,http://images.amazon.com/images/P/1577311507.01.MZZZZZZZ.jpg,1577311507a
Sleeping Where I Fall: A Chronicle,Peter Coyote,1999,Counterpoint Press,http://images.amazon.com/images/P/158243011X.01.MZZZZZZZ.jpg,158243011Xa
